id,case_number,primary_type,location_description,arrest,area,ward,community_area,fbi_code,year,vict_age,vict_sex,victim_race,date_occ,time_occ,date_rptd,district,suspect_age,suspect_sex,suspect_race,case_status,crime_category,zip_code,priority_level,repeat_offense_flag
10164138,CPD322958,Theft,Street,TRUE,Far South Side,W29,Unknown,23H,2023,43,X,White,9999-12-31T00:00:00.000Z,240,9999-12-31T00:00:00.000Z,D10,20,X,White,Under Investigation,Property,60612,Medium,FALSE
10164164,CPD659819,Battery,School,TRUE,North Side,W21,Englewood,13A,2001,37,M,White,9999-12-31T00:00:00.000Z,2032,9999-12-31T00:00:00.000Z,D20,33,F,Black,Open,Violent,60601,High,FALSE
10164344,CPD213819,Theft,School,FALSE,West Side,W10,Englewood,23H,2008,53,F,Black,9999-12-31T00:00:00.000Z,1659,9999-12-31T00:00:00.000Z,D01,27,F,White,Open,Property,60649,Normal,TRUE
10164362,CPD938706,Theft,Parking Lot,TRUE,West Side,W18,Englewood,23H,2001,42,X,White,9999-12-31T00:00:00.000Z,1246,9999-12-31T00:00:00.000Z,D13,-1,X,Unknown,Under Investigation,Property,60622,Medium,FALSE
10164508,CPD690110,Assault,Bar,TRUE,West Side,W27,Lakeview,13B,2017,34,M,White,9999-12-31T00:00:00.000Z,1639,9999-12-31T00:00:00.000Z,D08,66,F,Black,Closed,Violent,60612,Medium,FALSE
10164547,CPD881487,Burglary,Residence,TRUE,West Side,W25,Englewood,220,2023,41,F,White,9999-12-31T00:00:00.000Z,2020,9999-12-31T00:00:00.000Z,D12,45,X,White,Closed,Property,60629,Medium,FALSE
10164772,CPD756516,Theft,Street,FALSE,South Side,Unknown,Englewood,23H,2001,69,X,Hispanic,9999-12-31T00:00:00.000Z,1638,9999-12-31T00:00:00.000Z,D17,67,F,White,Closed,Property,60629,Medium,FALSE
10164805,CPD757336,Disorderly Conduct,Residence,FALSE,South Side,W10,Humboldt Park,90C,2003,69,M,Hispanic,9999-12-31T00:00:00.000Z,1304,9999-12-31T00:00:00.000Z,D24,34,F,White,Under Investigation,Other,60629,Low,FALSE
10164897,CPD439928,Fraud,Bar,FALSE,West Side,W4,Unknown,26A,2006,53,F,Hispanic,9999-12-31T00:00:00.000Z,1159,9999-12-31T00:00:00.000Z,D20,66,M,Asian,Pending,Property,60612,Medium,FALSE
10164919,CPD116743,Theft,Bar,FALSE,North Side,W33,Englewood,23H,2021,42,F,Hispanic,9999-12-31T00:00:00.000Z,804,9999-12-31T00:00:00.000Z,D09,45,Unknown,Black,Open,Property,60649,Medium,TRUE
10164994,CPD154277,Battery,Residence,FALSE,Downtown,W15,Austin,13A,2023,48,F,Black,9999-12-31T00:00:00.000Z,434,9999-12-31T00:00:00.000Z,D06,58,F,Other,Pending,Violent,60629,High,FALSE
10165010,CPD723406,Battery,Public Transit,FALSE,Far South Side,W27,Englewood,13A,2021,42,F,Black,9999-12-31T00:00:00.000Z,1916,9999-12-31T00:00:00.000Z,D10,59,Unknown,Hispanic,Closed,Violent,60615,High,TRUE
10165052,CPD605199,Fraud,Residence,TRUE,North Side,W43,Humboldt Park,26A,2006,58,F,Asian,9999-12-31T00:00:00.000Z,1315,9999-12-31T00:00:00.000Z,D07,27,Unknown,Black,Open,Property,60629,Medium,FALSE
10165055,CPD011896,Theft,Street,TRUE,South Side,W35,Loop,23H,2003,46,X,White,9999-12-31T00:00:00.000Z,1014,9999-12-31T00:00:00.000Z,D19,53,M,White,Closed,Property,60625,Medium,FALSE
10165075,CPD043326,Theft,Street,FALSE,Downtown,W49,Austin,23H,2023,44,F,Black,9999-12-31T00:00:00.000Z,1729,9999-12-31T00:00:00.000Z,D21,20,M,Asian,Open,Property,0,Medium,FALSE
10165214,CPD528902,Homicide,Public Transit,FALSE,North Side,W20,Humboldt Park,09A,2001,-1,F,Asian,9999-12-31T00:00:00.000Z,220,9999-12-31T00:00:00.000Z,D12,50,X,Unknown,Under Investigation,Violent,60649,High,FALSE
10165250,CPD616423,Theft,Parking Lot,FALSE,North Side,W39,Austin,23H,2015,56,M,White,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D07,71,X,Asian,Closed,Property,60629,Medium,FALSE
10165284,CPD384830,Battery,Park,FALSE,West Side,W13,Unknown,13A,2008,45,X,Unknown,9999-12-31T00:00:00.000Z,231,9999-12-31T00:00:00.000Z,D14,-1,X,White,Under Investigation,Violent,60612,High,FALSE
10165300,CPD895416,Auto Theft,School,FALSE,West Side,W46,Englewood,240,2012,80,M,Asian,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D23,22,F,Black,Under Investigation,Property,60637,Medium,FALSE
10165660,CPD936937,Battery,Park,TRUE,Downtown,Unknown,Loop,13A,2015,50,F,White,9999-12-31T00:00:00.000Z,132,9999-12-31T00:00:00.000Z,D08,57,Unknown,Black,Under Investigation,Violent,60649,High,FALSE
10165743,CPD097967,Trespassing,Unknown,FALSE,West Side,W21,Austin,90J,2009,18,Unknown,Hispanic,9999-12-31T00:00:00.000Z,1407,9999-12-31T00:00:00.000Z,D22,24,X,Hispanic,Under Investigation,Other,60615,Low,FALSE
10165761,CPD012401,Theft,Apartment,FALSE,South Side,W8,Lakeview,23H,2004,25,X,White,9999-12-31T00:00:00.000Z,425,9999-12-31T00:00:00.000Z,D16,26,Unknown,White,Under Investigation,Property,60615,Medium,FALSE
10165906,CPD889477,Criminal Damage,Apartment,FALSE,Far South Side,W41,Lakeview,290,2019,29,F,Black,9999-12-31T00:00:00.000Z,427,9999-12-31T00:00:00.000Z,D10,27,Unknown,White,Open,Property,60619,Medium,FALSE
10165961,CPD311233,Burglary,Street,TRUE,Downtown,W42,Loop,220,2015,70,F,White,9999-12-31T00:00:00.000Z,2359,9999-12-31T00:00:00.000Z,D14,70,F,White,Open,Property,60619,Medium,FALSE
10165994,CPD381585,Theft,Bar,FALSE,West Side,W44,Loop,23H,2015,44,X,Hispanic,9999-12-31T00:00:00.000Z,2218,9999-12-31T00:00:00.000Z,D10,18,Unknown,Black,Under Investigation,Property,60625,Medium,FALSE
10166023,CPD756566,Trespassing,Apartment,FALSE,South Side,W46,Humboldt Park,90J,2007,39,M,Unknown,9999-12-31T00:00:00.000Z,22,9999-12-31T00:00:00.000Z,D09,26,F,Asian,Closed,Other,60615,Low,FALSE
10166205,CPD429758,Assault,Bar,FALSE,West Side,W49,Lakeview,13B,2013,61,X,White,9999-12-31T00:00:00.000Z,400,9999-12-31T00:00:00.000Z,D17,30,X,Black,Under Investigation,Violent,60625,Medium,FALSE
10166300,CPD123441,Theft,Bar,FALSE,Far South Side,W39,Austin,23H,2013,45,Unknown,Hispanic,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D25,36,F,Asian,Closed,Property,60625,Medium,FALSE
10166369,CPD988419,Burglary,Street,FALSE,Downtown,W22,Unknown,220,2015,47,F,Hispanic,9999-12-31T00:00:00.000Z,317,9999-12-31T00:00:00.000Z,D17,-1,F,Black,Under Investigation,Property,60601,Medium,FALSE
10166406,CPD828822,Battery,Retail Store,TRUE,Far South Side,W14,Englewood,13A,2007,61,M,Asian,9999-12-31T00:00:00.000Z,2015,9999-12-31T00:00:00.000Z,D13,-1,F,Black,Under Investigation,Violent,60629,High,FALSE
10166527,CPD755512,Fraud,Street,FALSE,West Side,W44,Austin,26A,2003,33,M,Hispanic,9999-12-31T00:00:00.000Z,1312,9999-12-31T00:00:00.000Z,D03,41,F,Asian,Closed,Property,0,Medium,FALSE
10166678,CPD512435,Criminal Damage,Retail Store,FALSE,North Side,Unknown,Unknown,290,2013,21,M,Black,9999-12-31T00:00:00.000Z,1406,9999-12-31T00:00:00.000Z,D17,43,X,Black,Open,Property,60612,Medium,FALSE
10166862,CPD456203,Battery,Park,TRUE,North Side,Unknown,Unknown,13A,2012,27,X,Hispanic,9999-12-31T00:00:00.000Z,328,9999-12-31T00:00:00.000Z,D18,22,X,White,Closed,Violent,60615,High,TRUE
10167294,CPD768371,Burglary,Street,FALSE,Downtown,W44,Humboldt Park,220,2014,53,X,Unknown,9999-12-31T00:00:00.000Z,1002,9999-12-31T00:00:00.000Z,D04,-1,F,White,Under Investigation,Property,60622,Medium,FALSE
10167373,CPD589838,Theft,Residence,FALSE,South Side,W15,Unknown,23H,2002,30,M,Hispanic,9999-12-31T00:00:00.000Z,1347,9999-12-31T00:00:00.000Z,D15,50,F,Black,Open,Property,60637,Medium,FALSE
10167653,CPD138982,Burglary,Park,FALSE,South Side,W47,Austin,220,2011,29,Unknown,White,9999-12-31T00:00:00.000Z,1515,9999-12-31T00:00:00.000Z,D12,46,M,White,Under Investigation,Property,60612,Medium,FALSE
10167719,CPD930293,Sex Offense,Public Transit,FALSE,North Side,W46,Loop,11A,2017,58,F,Hispanic,9999-12-31T00:00:00.000Z,12,9999-12-31T00:00:00.000Z,D10,46,Unknown,Hispanic,Closed,Violent,60629,High,FALSE
10167742,CPD746387,Fraud,Park,FALSE,Far South Side,W29,Englewood,26A,2015,-1,F,White,9999-12-31T00:00:00.000Z,100,9999-12-31T00:00:00.000Z,D07,79,X,Hispanic,Closed,Property,60629,Medium,FALSE
10167770,CPD671298,Trespassing,Street,FALSE,North Side,W28,Humboldt Park,90J,2007,-1,M,Unknown,9999-12-31T00:00:00.000Z,2209,9999-12-31T00:00:00.000Z,D08,53,M,Unknown,Open,Other,60622,Low,FALSE
10167911,CPD185253,Assault,Retail Store,TRUE,Far South Side,Unknown,Unknown,13B,2001,32,F,Hispanic,9999-12-31T00:00:00.000Z,114,9999-12-31T00:00:00.000Z,D13,23,M,White,Under Investigation,Violent,60629,Medium,FALSE
10167918,CPD866942,Auto Theft,Alley,FALSE,West Side,W23,Unknown,240,2013,65,Unknown,White,9999-12-31T00:00:00.000Z,1152,9999-12-31T00:00:00.000Z,D16,31,M,Black,Closed,Property,60622,Medium,FALSE
10168026,CPD950292,Weapons Violation,Bar,TRUE,South Side,W3,Unknown,520,2014,33,X,Hispanic,9999-12-31T00:00:00.000Z,602,9999-12-31T00:00:00.000Z,D07,45,X,Hispanic,Open,Other,60619,Medium,FALSE
10168044,CPD580626,Trespassing,Unknown,FALSE,North Side,W45,Austin,90J,2001,27,F,White,9999-12-31T00:00:00.000Z,2239,9999-12-31T00:00:00.000Z,D23,-1,X,Other,Closed,Other,60622,Low,FALSE
10168045,CPD885678,Burglary,School,TRUE,Downtown,W14,Loop,220,2018,-1,F,White,9999-12-31T00:00:00.000Z,1127,9999-12-31T00:00:00.000Z,D23,32,X,Black,Pending,Property,60619,Normal,FALSE
10168159,CPD838458,Weapons Violation,Public Transit,FALSE,Downtown,W50,Englewood,520,2012,30,X,Hispanic,9999-12-31T00:00:00.000Z,1912,9999-12-31T00:00:00.000Z,D12,24,F,Black,Open,Other,60622,Medium,FALSE
10168165,CPD662693,Robbery,Residence,FALSE,North Side,W29,Austin,120,2018,75,M,Other,9999-12-31T00:00:00.000Z,939,9999-12-31T00:00:00.000Z,D04,67,X,Black,Closed,Violent,60601,High,FALSE
10168360,CPD399125,Theft,Alley,TRUE,West Side,W38,Englewood,23H,2014,39,F,Black,9999-12-31T00:00:00.000Z,600,9999-12-31T00:00:00.000Z,D18,39,X,Black,Open,Property,60601,Medium,TRUE
10168558,CPD171799,Assault,Retail Store,FALSE,Downtown,W15,Unknown,13B,2007,33,Unknown,White,9999-12-31T00:00:00.000Z,359,9999-12-31T00:00:00.000Z,D13,24,X,White,Closed,Violent,60612,Medium,FALSE
10168584,CPD279938,Robbery,Bar,FALSE,South Side,W43,Loop,120,2003,41,M,White,9999-12-31T00:00:00.000Z,914,9999-12-31T00:00:00.000Z,D20,29,M,Other,Under Investigation,Violent,60612,High,FALSE
10168599,CPD151296,Burglary,Residence,FALSE,South Side,Unknown,Austin,220,2024,70,X,Hispanic,9999-12-31T00:00:00.000Z,1147,9999-12-31T00:00:00.000Z,D03,25,F,Black,Under Investigation,Property,60637,Medium,FALSE
10168658,CPD827836,Criminal Damage,Parking Lot,FALSE,West Side,W24,Humboldt Park,290,2024,55,F,Black,9999-12-31T00:00:00.000Z,1013,9999-12-31T00:00:00.000Z,D13,-1,F,White,Open,Property,60637,Medium,FALSE
10168691,CPD407482,Battery,School,FALSE,South Side,W15,Unknown,13A,2023,29,X,Black,9999-12-31T00:00:00.000Z,2031,9999-12-31T00:00:00.000Z,D16,78,M,White,Open,Violent,0,High,TRUE
10168714,CPD077676,Drug Offense,School,FALSE,West Side,W48,Humboldt Park,35A,2019,-1,Unknown,Black,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D08,75,X,Hispanic,Under Investigation,Other,0,Normal,TRUE
10168742,CPD050875,Drug Offense,Bar,TRUE,South Side,W3,Humboldt Park,35A,2002,64,X,White,9999-12-31T00:00:00.000Z,212,9999-12-31T00:00:00.000Z,D23,74,Unknown,Black,Under Investigation,Other,0,Low,TRUE
10168868,CPD559484,Auto Theft,Public Transit,TRUE,North Side,W19,Unknown,240,2013,30,F,White,9999-12-31T00:00:00.000Z,1538,9999-12-31T00:00:00.000Z,D14,55,M,Black,Closed,Property,60649,Medium,FALSE
10168873,CPD441828,Criminal Damage,Parking Lot,FALSE,Far South Side,W26,Austin,290,2004,32,X,White,9999-12-31T00:00:00.000Z,2350,9999-12-31T00:00:00.000Z,D24,70,X,White,Closed,Property,60608,Medium,FALSE
10168988,CPD383540,Criminal Damage,Residence,FALSE,North Side,W37,Loop,290,2020,-1,M,Black,9999-12-31T00:00:00.000Z,1518,9999-12-31T00:00:00.000Z,D19,28,F,White,Open,Property,60619,Medium,FALSE
10169028,CPD461532,Battery,Retail Store,FALSE,North Side,W3,Humboldt Park,13A,2019,36,M,Hispanic,9999-12-31T00:00:00.000Z,1430,9999-12-31T00:00:00.000Z,D22,39,Unknown,White,Open,Uncategorized,60649,High,FALSE
10169302,CPD233110,Criminal Damage,Residence,TRUE,West Side,Unknown,Loop,290,2017,80,F,Black,9999-12-31T00:00:00.000Z,451,9999-12-31T00:00:00.000Z,D25,43,M,White,Closed,Property,60637,Medium,FALSE
10169324,CPD991238,Theft,Residence,TRUE,North Side,W12,Lakeview,23H,2023,40,F,White,9999-12-31T00:00:00.000Z,2251,9999-12-31T00:00:00.000Z,D05,78,Unknown,White,Open,Property,60649,Medium,FALSE
10169715,CPD918552,Sex Offense,Retail Store,FALSE,Downtown,W13,Austin,11A,2011,80,M,Hispanic,9999-12-31T00:00:00.000Z,2051,9999-12-31T00:00:00.000Z,D20,57,F,White,Closed,Violent,60608,Normal,TRUE
10169736,CPD798302,Arson,Street,FALSE,Far South Side,Unknown,Loop,200,2014,37,M,Black,9999-12-31T00:00:00.000Z,1347,9999-12-31T00:00:00.000Z,D15,63,X,White,Under Investigation,Property,60615,High,FALSE
10169817,CPD413709,Auto Theft,Street,FALSE,North Side,W49,Humboldt Park,240,2014,33,M,Unknown,9999-12-31T00:00:00.000Z,241,9999-12-31T00:00:00.000Z,D24,49,X,Hispanic,Closed,Property,60637,Normal,FALSE
10170020,CPD660640,Theft,Bar,FALSE,Far South Side,W41,Unknown,23H,2022,43,M,Asian,9999-12-31T00:00:00.000Z,615,9999-12-31T00:00:00.000Z,D02,69,X,Asian,Open,Property,60625,Medium,TRUE
10170180,CPD721636,Battery,School,FALSE,Far South Side,Unknown,Unknown,13A,2003,51,X,White,9999-12-31T00:00:00.000Z,339,9999-12-31T00:00:00.000Z,D06,42,Unknown,White,Under Investigation,Violent,0,High,FALSE
10170329,CPD173949,Battery,Parking Lot,FALSE,Far South Side,W40,Loop,13A,2020,68,F,Black,9999-12-31T00:00:00.000Z,1754,9999-12-31T00:00:00.000Z,D07,55,M,Hispanic,Under Investigation,Violent,60625,High,FALSE
10170354,CPD479410,Battery,Street,FALSE,Far South Side,W20,Unknown,13A,2018,33,M,White,9999-12-31T00:00:00.000Z,1336,9999-12-31T00:00:00.000Z,D23,61,X,Hispanic,Under Investigation,Violent,0,High,FALSE
10170411,CPD917652,Theft,Residence,FALSE,South Side,W25,Loop,23H,2007,49,F,Unknown,9999-12-31T00:00:00.000Z,2331,9999-12-31T00:00:00.000Z,D25,60,F,White,Closed,Property,60619,Medium,FALSE
10170448,CPD821066,Assault,Bar,TRUE,Downtown,W13,Englewood,13B,2003,54,M,Black,9999-12-31T00:00:00.000Z,2246,9999-12-31T00:00:00.000Z,D07,69,M,Unknown,Under Investigation,Violent,60619,Medium,TRUE
10170458,CPD133519,Assault,Apartment,FALSE,Downtown,W3,Humboldt Park,13B,2001,29,Unknown,Hispanic,9999-12-31T00:00:00.000Z,2211,9999-12-31T00:00:00.000Z,D08,29,Unknown,Hispanic,Closed,Violent,60622,Medium,FALSE
10170489,CPD077937,Theft,Apartment,FALSE,South Side,W32,Austin,23H,2005,38,Unknown,Asian,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D14,47,M,White,Closed,Property,60601,Medium,FALSE
10170554,CPD508966,Battery,School,FALSE,South Side,W43,Humboldt Park,13A,2007,59,F,Black,9999-12-31T00:00:00.000Z,1745,9999-12-31T00:00:00.000Z,D10,74,M,Black,Open,Violent,0,High,FALSE
10170556,CPD749337,Burglary,Residence,FALSE,Far South Side,W4,Lakeview,220,2020,59,Unknown,Black,9999-12-31T00:00:00.000Z,5,9999-12-31T00:00:00.000Z,D16,75,F,Black,Open,Uncategorized,60615,Medium,FALSE
10170579,CPD785477,Battery,Alley,FALSE,North Side,Unknown,Loop,13A,2002,59,Unknown,Hispanic,9999-12-31T00:00:00.000Z,730,9999-12-31T00:00:00.000Z,D03,50,M,Black,Open,Violent,60601,High,FALSE
10170604,CPD747995,Criminal Damage,Parking Lot,TRUE,North Side,Unknown,Englewood,290,2011,68,X,Black,9999-12-31T00:00:00.000Z,1640,9999-12-31T00:00:00.000Z,D16,43,F,Hispanic,Closed,Property,60612,Medium,FALSE
10170618,CPD307226,Robbery,Street,FALSE,West Side,W5,Austin,120,2011,40,F,Black,9999-12-31T00:00:00.000Z,311,9999-12-31T00:00:00.000Z,D19,56,F,Other,Open,Violent,60649,High,FALSE
10170667,CPD910438,Burglary,Parking Lot,FALSE,South Side,W47,Loop,220,2018,59,X,Other,9999-12-31T00:00:00.000Z,439,9999-12-31T00:00:00.000Z,D13,25,X,Black,Under Investigation,Property,60625,Medium,FALSE
10170682,CPD758929,Trespassing,Park,TRUE,Far South Side,W31,Humboldt Park,90J,2009,32,F,Black,9999-12-31T00:00:00.000Z,1828,9999-12-31T00:00:00.000Z,D05,56,M,Hispanic,Open,Other,60625,Low,FALSE
10170800,CPD023233,Fraud,Alley,TRUE,West Side,W48,Austin,26A,2006,44,X,Unknown,9999-12-31T00:00:00.000Z,355,9999-12-31T00:00:00.000Z,D10,33,X,Black,Open,Property,60612,Normal,FALSE
10170836,CPD542572,Robbery,Apartment,FALSE,Far South Side,W28,Humboldt Park,120,2004,33,X,Hispanic,9999-12-31T00:00:00.000Z,2309,9999-12-31T00:00:00.000Z,D09,55,M,Hispanic,Under Investigation,Violent,60608,High,FALSE
10170844,CPD427940,Battery,Residence,FALSE,Downtown,W46,Austin,13A,2022,-1,F,Hispanic,9999-12-31T00:00:00.000Z,1648,9999-12-31T00:00:00.000Z,D10,33,F,Hispanic,Under Investigation,Violent,60649,High,FALSE
10171068,CPD262525,Theft,Parking Lot,FALSE,Far South Side,Unknown,Lakeview,23H,2002,-1,X,Hispanic,9999-12-31T00:00:00.000Z,1310,9999-12-31T00:00:00.000Z,D11,60,Unknown,Hispanic,Open,Property,60629,Medium,FALSE
10171161,CPD239843,Drug Offense,Park,TRUE,South Side,W13,Lakeview,35A,2011,75,Unknown,Black,9999-12-31T00:00:00.000Z,1831,9999-12-31T00:00:00.000Z,D20,76,M,Unknown,Closed,Other,60637,Low,FALSE
10171187,CPD448837,Robbery,Parking Lot,FALSE,West Side,W36,Austin,120,2006,23,M,Black,9999-12-31T00:00:00.000Z,17,9999-12-31T00:00:00.000Z,D19,75,X,Asian,Closed,Violent,60637,High,FALSE
10171319,CPD113471,Battery,Alley,FALSE,Far South Side,W22,Unknown,13A,2007,41,F,Hispanic,9999-12-31T00:00:00.000Z,248,9999-12-31T00:00:00.000Z,D06,48,Unknown,White,Closed,Violent,60649,Normal,FALSE
10171423,CPD000707,Robbery,Residence,FALSE,West Side,W25,Austin,120,2017,62,X,White,9999-12-31T00:00:00.000Z,1312,9999-12-31T00:00:00.000Z,D10,47,X,Black,Under Investigation,Violent,60615,High,FALSE
10171447,CPD971973,Battery,Retail Store,FALSE,Downtown,W42,Lakeview,13A,2013,48,X,Hispanic,9999-12-31T00:00:00.000Z,217,9999-12-31T00:00:00.000Z,D14,-1,F,Asian,Closed,Violent,60615,High,FALSE
10171467,CPD743828,Theft,Residence,FALSE,North Side,W1,Humboldt Park,23H,2008,21,F,Hispanic,9999-12-31T00:00:00.000Z,1852,9999-12-31T00:00:00.000Z,D19,38,M,Asian,Closed,Property,60615,Medium,FALSE
10171622,CPD049022,Battery,Alley,FALSE,West Side,W12,Loop,13A,2002,19,M,White,9999-12-31T00:00:00.000Z,1757,9999-12-31T00:00:00.000Z,D08,70,X,Asian,Closed,Violent,60629,High,FALSE
10171672,CPD768733,Robbery,Street,TRUE,West Side,W20,Lakeview,120,2021,-1,Unknown,Black,9999-12-31T00:00:00.000Z,1212,9999-12-31T00:00:00.000Z,D22,53,F,Hispanic,Closed,Violent,60625,High,FALSE
10171769,CPD286611,Theft,Public Transit,TRUE,North Side,W10,Loop,23H,2022,56,F,White,9999-12-31T00:00:00.000Z,1819,9999-12-31T00:00:00.000Z,D07,55,F,White,Under Investigation,Property,60601,Medium,FALSE
10171858,CPD728574,Robbery,Apartment,FALSE,North Side,W32,Unknown,120,2010,65,X,Unknown,9999-12-31T00:00:00.000Z,920,9999-12-31T00:00:00.000Z,D21,27,X,Hispanic,Closed,Violent,60622,High,FALSE
10171905,CPD587442,Weapons Violation,School,FALSE,Downtown,W33,Englewood,520,2017,35,F,Unknown,9999-12-31T00:00:00.000Z,23,9999-12-31T00:00:00.000Z,D13,80,F,White,Under Investigation,Other,60629,Medium,FALSE
10171972,CPD560442,Drug Offense,Street,TRUE,South Side,W1,Loop,35A,2017,58,X,White,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D13,65,F,Asian,Under Investigation,Other,60608,Low,FALSE
10172170,CPD913791,Assault,Unknown,FALSE,South Side,W35,Loop,13B,2006,18,M,Hispanic,9999-12-31T00:00:00.000Z,2117,9999-12-31T00:00:00.000Z,D10,-1,M,Unknown,Open,Violent,60619,Medium,FALSE
10172294,CPD228226,Fraud,Unknown,FALSE,South Side,W5,Austin,26A,2007,-1,X,Black,9999-12-31T00:00:00.000Z,1046,9999-12-31T00:00:00.000Z,D09,55,M,Black,Under Investigation,Property,60622,Medium,TRUE
10172509,CPD691761,Theft,Alley,FALSE,Downtown,Unknown,Unknown,23H,2005,48,M,White,9999-12-31T00:00:00.000Z,1718,9999-12-31T00:00:00.000Z,D07,34,M,Hispanic,Under Investigation,Property,60608,Medium,FALSE
10172569,CPD469407,Theft,Public Transit,FALSE,North Side,W14,Unknown,23H,2008,18,Unknown,Asian,9999-12-31T00:00:00.000Z,457,9999-12-31T00:00:00.000Z,D16,19,Unknown,Hispanic,Under Investigation,Property,60649,Medium,FALSE
10172580,CPD383531,Trespassing,Alley,FALSE,West Side,W18,Unknown,90J,2020,73,X,White,9999-12-31T00:00:00.000Z,52,9999-12-31T00:00:00.000Z,D02,69,F,Hispanic,Open,Other,60601,Low,FALSE
10172817,CPD620600,Auto Theft,Unknown,FALSE,North Side,W11,Englewood,240,2008,62,X,White,9999-12-31T00:00:00.000Z,2018,9999-12-31T00:00:00.000Z,D12,-1,X,Hispanic,Open,Property,60629,Medium,FALSE
10172890,CPD425734,Disorderly Conduct,Retail Store,FALSE,Downtown,W48,Lakeview,90C,2023,19,M,Unknown,9999-12-31T00:00:00.000Z,1248,9999-12-31T00:00:00.000Z,D23,57,F,Black,Closed,Other,60622,Low,TRUE
10172971,CPD690822,Fraud,Bar,FALSE,North Side,W24,Humboldt Park,26A,2013,69,F,Black,9999-12-31T00:00:00.000Z,1327,9999-12-31T00:00:00.000Z,D13,76,Unknown,Black,Open,Property,60615,Medium,FALSE
10173014,CPD942010,Assault,Bar,FALSE,Downtown,W45,Englewood,13B,2024,22,M,Black,9999-12-31T00:00:00.000Z,1534,9999-12-31T00:00:00.000Z,D18,76,M,Black,Closed,Violent,60649,Medium,FALSE
10173063,CPD284422,Robbery,Apartment,FALSE,Downtown,W35,Austin,120,2009,69,X,Asian,9999-12-31T00:00:00.000Z,704,9999-12-31T00:00:00.000Z,D11,50,M,Black,Closed,Violent,60601,High,FALSE
10173095,CPD404616,Theft,Unknown,FALSE,North Side,Unknown,Loop,23H,2003,40,F,Black,9999-12-31T00:00:00.000Z,1825,9999-12-31T00:00:00.000Z,D25,44,F,Black,Under Investigation,Property,0,Medium,FALSE
10173188,CPD131329,Burglary,Alley,FALSE,Far South Side,Unknown,Loop,220,2012,51,F,Unknown,9999-12-31T00:00:00.000Z,356,9999-12-31T00:00:00.000Z,D23,50,F,Black,Open,Uncategorized,60649,Medium,FALSE
10173417,CPD433125,Auto Theft,Alley,FALSE,South Side,Unknown,Unknown,240,2018,20,X,Black,9999-12-31T00:00:00.000Z,405,9999-12-31T00:00:00.000Z,D19,45,F,White,Under Investigation,Property,60625,Medium,TRUE
10173555,CPD406646,Burglary,School,FALSE,West Side,W41,Englewood,220,2004,48,Unknown,Hispanic,9999-12-31T00:00:00.000Z,1353,9999-12-31T00:00:00.000Z,D13,39,X,Hispanic,Closed,Property,60619,Medium,FALSE
10173608,CPD557123,Criminal Damage,Bar,FALSE,North Side,W28,Austin,290,2023,53,X,Hispanic,9999-12-31T00:00:00.000Z,739,9999-12-31T00:00:00.000Z,D03,30,X,White,Under Investigation,Property,60629,Medium,FALSE
10173816,CPD620426,Theft,Parking Lot,TRUE,North Side,W3,Austin,23H,2007,57,Unknown,White,9999-12-31T00:00:00.000Z,332,9999-12-31T00:00:00.000Z,D15,27,X,Black,Closed,Property,0,Medium,FALSE
10173992,CPD531278,Robbery,Public Transit,FALSE,South Side,W17,Unknown,120,2018,79,M,Hispanic,9999-12-31T00:00:00.000Z,804,9999-12-31T00:00:00.000Z,D11,-1,M,Hispanic,Closed,Uncategorized,60622,High,FALSE
10174042,CPD793444,Auto Theft,Residence,FALSE,West Side,W7,Lakeview,240,2005,40,F,Other,9999-12-31T00:00:00.000Z,1240,9999-12-31T00:00:00.000Z,D03,32,F,Black,Open,Property,60612,Medium,FALSE
10174171,CPD513208,Trespassing,Retail Store,FALSE,Far South Side,W2,Englewood,90J,2004,23,F,Unknown,9999-12-31T00:00:00.000Z,1526,9999-12-31T00:00:00.000Z,D12,-1,Unknown,Hispanic,Open,Other,60629,Low,FALSE
10174279,CPD441047,Battery,Park,TRUE,Far South Side,W41,Lakeview,13A,2020,49,M,White,9999-12-31T00:00:00.000Z,1829,9999-12-31T00:00:00.000Z,D23,54,M,White,Open,Violent,60619,High,FALSE
10174536,CPD614211,Theft,Street,TRUE,West Side,W16,Austin,23H,2003,49,M,Unknown,9999-12-31T00:00:00.000Z,2116,9999-12-31T00:00:00.000Z,D11,-1,X,Hispanic,Open,Uncategorized,60622,Medium,TRUE
10174562,CPD818065,Burglary,Residence,FALSE,West Side,W4,Austin,220,2001,32,M,Hispanic,9999-12-31T00:00:00.000Z,820,9999-12-31T00:00:00.000Z,D17,55,M,White,Open,Property,60601,Medium,FALSE
